beatmapset_id,beatmap_id,approved_str,version,star_rating,include,notes
2289193,4885200,graveyard,Stream Style [1.15x Rate],10.6759,0,
2110053,4429067,graveyard,x0.95,10.6585,0,
2203623,4664404,graveyard,Promise The Moon 1.2x,10.6481,0,
2424240,5276551,graveyard,IN TOO DEEP,10.648,0,
689970,1460367,graveyard,Death,10.6137,0,
2026300,4221977,graveyard,0000c0,10.6037,0,
2083172,4362917,graveyard,Carry Me Away (Extended Mix) (KawaiiBass),10.594,0,
2424240,5276561,graveyard,Song of Truth feat. Erika Moriha,10.5901,0,
2266618,4917454,graveyard,stream 340bpm,10.582,0,
2547364,5645826,pending,x x,10.5768,0,
2137348,4498026,graveyard,KAMIJO - Nosferatu,10.5616,0,
2465079,5396043,graveyard,x_x,10.5592,0,
2424240,5276560,graveyard,Sappy,10.5519,0,
2297876,4909536,graveyard,Surreal Complexity 0.95x,10.5412,0,
2425470,5279686,graveyard,1.05x,10.5324,0,
2083172,4362925,graveyard,Tenkai e no Kippu (KawaiiBass),10.5301,0,
2374818,5128903,graveyard,Travel,10.5238,0,
1891472,3897145,graveyard,Taiko Transformation [FREQ +6] (1.41x),10.5153,0,
1693377,3460229,graveyard,^^ 1.25x (166bpm),10.5096,0,
2361737,5090632,graveyard,Juusanmen Machi,10.5077,0,
2553667,5669486,pending,phantom,10.5069,0,
2083172,4362923,graveyard,REDXBLUE (KawaiiBass),10.5042,0,
1994264,4144310,graveyard,^^ 1.1x,10.4988,0,
2044241,4266640,pending,Cruenta Tragoedia,10.495,0,
2432612,5300284,graveyard,Stream 1.68x,10.4786,0,
2440981,5324855,graveyard,Hakai,10.4733,0,
2137348,4498027,graveyard,Kobaryo - Villain Virus [feat. Camellia],10.4664,0,
1885648,3882579,graveyard,XEX,10.4491,0,
1609660,3286651,graveyard,Stream Dan+,10.4442,0,
2424240,5276552,graveyard,KAERU,10.4437,0,
2005930,4172067,graveyard,Happy Oni,10.4344,0,
2474030,5424041,graveyard,Collapse,10.4337,0,
1685823,3492674,graveyard,myon [1.45x Rate],10.4319,0,
2288716,4883938,graveyard,HENTAI ALERT,10.4157,0,
2328247,4991865,graveyard,Aquestion - Endro,10.4153,0,
2299961,4914696,graveyard,Maji Yabakune 1.06x (360bpm),10.402,0,
1785473,3657088,graveyard,Twin [FREQ +6] (1.41x),10.3975,0,
2397341,5194528,graveyard,Challenger,10.3875,0,
2476329,5429467,graveyard,Hakai,10.387,0,
2083172,4362930,graveyard,Yurishurashushushu (KawaiiBass),10.3799,0,
2083172,4362916,graveyard,Angel dust (2016 Radio Mix) (KawaiiBass),10.3786,0,
2389421,5171305,graveyard,streamZ (180bpm),10.3745,0,
2408621,5228328,graveyard,overdrive 400,10.3517,0,
2328247,4991868,graveyard,YOASOBI - Idol (Imaginary Reality Remix),10.342,0,
2297077,4906559,graveyard,400BPM Daisuki!!!,10.3368,0,
2266618,4917453,graveyard,stream 330bpm,10.3351,0,
2520506,5562967,graveyard,nerf 1.2x,10.3271,0,
2424240,5276562,graveyard,Too Late Snow,10.3194,0,
2073634,4340423,graveyard,Cyte - Command Prompt,10.3189,0,
2535365,5607601,graveyard,Aberration,10.318,0,
2289193,4885201,graveyard,Stream Style [1.1x Rate],10.3147,0,
2424240,5276550,graveyard,Heisei no Gabbalien,10.3124,0,
2459048,5379108,graveyard,Beyond,10.3089,0,
2424240,5276559,graveyard,Rose Quartz,10.3046,0,
1228933,2667952,wip,katagiri // SoundCloud Shinanaide,10.3005,0,
2420995,5268274,graveyard,^^ 0.95x,10.2951,0,
2373096,5124052,graveyard,1/6 Party 1.25x,10.295,0,
2110053,4429066,graveyard,x0.9,10.2817,0,
2302404,4921079,graveyard,speedtest,10.277,0,
2478431,5436194,graveyard,end,10.2735,0,
2424240,5276563,graveyard,Triumphal Return,10.271,0,
2424240,5276548,graveyard,Embraced by the Flame,10.261,0,
2371160,5117462,graveyard,O260TECHNO,10.2451,0,
2423962,5275314,graveyard,yabai 1.1x,10.2396,0,
2430013,5291651,graveyard,killme,10.2301,0,
2083172,4362924,graveyard,Sakazuki (KawaiiBass),10.2122,0,
2556470,5678710,pending,TATAKATTERO 1.11x,10.2111,0,
1693377,3460230,graveyard,^^ 1.2x (160bpm),10.1954,0,
2425470,5472367,graveyard,Singularity,10.1951,0,
2424240,5276554,graveyard,Loli 2000,10.1933,0,
1094963,2377459,graveyard,applerss die [1.68x Rate],10.1689,0,
2073634,4340431,graveyard,Nanahira - N,10.1655,0,
1862144,3828780,graveyard,More One Time,10.1639,0,
1685823,3492675,graveyard,myon [1.4x Rate],10.1447,0,
2552895,5665619,wip,Boundless skies,10.1426,0,
844378,4209978,graveyard,Last Calamity,10.1269,0,
2424240,5276556,graveyard,NNHR,10.1198,0,
1885204,3881600,graveyard,Stream 1.1x,10.1135,0,
1952434,4043091,graveyard,Victory 1.3x,10.112,0,
2432612,5300305,graveyard,Stream 1.6x,10.1047,0,
1992096,4139381,graveyard,Shinchikuhome (345bpm),10.1017,0,
2266618,4917452,graveyard,stream 320bpm,10.0816,0,
2464181,5393101,graveyard,1.3x,10.076,0,
1884123,3896115,graveyard,Angel Dust,10.0668,0,
2476046,5428631,graveyard,Genexx,10.0601,0,
2297541,4907738,graveyard,Raijin no Dengeki 1.3x (325bpm),10.0536,0,
1891472,3897144,graveyard,Taiko Transformation [FREQ +5] (1.33x),10.0518,0,
2272646,5028618,graveyard,3.5min 1.17x (315bpm),10.0306,0,
2300613,4916377,graveyard,WTF,10.0295,0,
2388933,5169727,graveyard,Any%,10.0269,0,
2424240,5276546,graveyard,Dat Phonk,10.0247,0,
2083172,4362927,graveyard,Tsuioku no Kuroki Makenshi (KawaiiBass),10.0236,0,
1789616,3666954,graveyard,^^ 1.1x,10.008,0,
2229259,4730126,graveyard,Made In Abyss,10.0067,0,
2083172,4362915,graveyard,AMAZING BREAK (KawaiiBass),10.0047,0,
2203623,4664364,graveyard,Promise The Moon 1.1x,9.9812,0,
2083172,4362921,graveyard,Illusionary Night(lazh's 280boot) (KawaiiBass),9.96983,0,
2311630,4945658,graveyard,stream 360bpm,9.9644,0,
2299961,4933480,graveyard,Maji Yabakune,9.9587,0,
2520506,5562962,graveyard,I'm your favorite sidekick 1.1x,9.94644,0,
2289193,4885199,graveyard,Stream Style [1.05x Rate],9.94557,0,
1785473,3657087,graveyard,Twin [FREQ +5] (1.33x),9.94248,0,
1546065,3160093,graveyard,TAIKO DOMANITORS 1.4x,9.94,0,
1858555,3820393,graveyard,Taiko Trial,9.93889,0,
2083172,4362914,graveyard,A flying Dance Hall (KawaiiBass),9.93607,0,
2504566,5513787,graveyard,Null,9.93153,0,
2389421,5520368,graveyard,streamZ 0.89x (170bpm),9.9191,0,
2373096,5124053,graveyard,1/6 Party 1.2x,9.91824,0,
2434832,5307026,graveyard,Iridescent,9.91544,0,
1693377,3460227,graveyard,^^ 1.15x (153bpm),9.90546,0,
2297876,4909480,graveyard,Surreal Complexity 0.9x,9.88652,0,
2408621,5228327,graveyard,overdrive 380,9.87996,0,
1685823,3492672,graveyard,myon [1.35x Rate],9.87265,0,
2533689,5602187,graveyard,SHK - Flight of the Bumblebee (RST Classic),9.85247,0,
2535365,5606789,graveyard,Aberration 0.95x (190bpm),9.84833,0,
2432612,5300285,graveyard,Stream 1.55x,9.84178,0,
2302390,5108299,graveyard,Oni 1.19x (250bpm),9.84056,0,
2110053,4429065,graveyard,x0.85,9.83596,0,
1696189,3465643,graveyard,^^,9.83546,0,
2173136,4587635,graveyard,GOD,9.83032,0,
2073634,4340430,graveyard,"namigroove feat.Zundamon,Hatsune Miku - Uni Kurage",9.82759,0,
2098947,4402837,graveyard,x1.2,9.82583,0,
2073634,4340422,graveyard,Abydos High School Countermeasure Council - Kagayaki Summer Days,9.82489,0,
1311720,2718652,graveyard,Pyramid [1.8x Rate],9.82275,0,
2077526,4350051,graveyard,unko,9.8183,0,
2392206,5179111,graveyard,Shakaijin Oni,9.81481,0,
1850034,3800273,graveyard,MC Ganja,9.81394,1,
2083172,4362919,graveyard,Dreamkoremassiv280 (KawaiiBass),9.81339,0,
2073634,4340426,graveyard,Kenshi Yonezu - Go Go Ghost Ship,9.81108,0,
2266618,4917451,graveyard,stream 310bpm,9.81045,0,
1952434,4043089,graveyard,Victory 1.25x,9.80418,0,
2410171,5233879,graveyard,a,9.79965,0,
1992096,4139379,graveyard,Challenge 1.2x (331bpm),9.79956,0,
2289907,4887110,graveyard,kawaii 333bpm,9.79451,0,
2214177,4691303,graveyard,stamina 1.2x,9.79122,0,
2362517,5092984,graveyard,WANTED LIST 1.4x,9.78801,0,
1994264,4144311,graveyard,^^,9.77839,0,
1609660,3286643,graveyard,DJ Sharpnel - Cyber Inductance 1.6x (KawaiiBass & 4sbet1),9.77186,0,
2376703,5134240,graveyard,Hell Oni,9.77084,0,
1862144,3828778,graveyard,More One Time 0.95x,9.76548,0,
2073634,4340425,graveyard,jioyi attacked by mirror - I lost my flp,9.76248,0,
2416171,5251801,graveyard,Stream 320,9.75812,0,
2455754,5367034,pending,Remnants of Decay,9.75785,1,
1884123,3896116,graveyard,Imperishable Night 2006,9.7558,0,
1885204,3881589,graveyard,Stream 1.05x,9.74973,0,
1693377,3460228,graveyard,^^ 1.1x (146bpm),9.73671,0,
2041518,4259399,graveyard,Hell,9.72582,1,
1986091,4125532,graveyard,Kenran,9.72146,0,
1546065,3504443,graveyard,TAIKO DOMANITORS 1.4x (NSV),9.71521,0,
1968607,4083169,graveyard,MC Ganja,9.71405,0,
1094963,2377458,graveyard,Angel no doublet,9.71268,0,
1529599,3128808,graveyard,Hell,9.70998,0,
2180598,4606323,graveyard,Contagion,9.69226,0,
2083172,4362920,graveyard,FUBUKI (KawaiiBass),9.68913,0,
2371160,5117461,graveyard,O240TECHNO,9.68358,0,
2302404,4921087,graveyard,speedtest (short),9.67554,0,
2137348,4498029,graveyard,Komichi Aya (CV: Taneda Risa) - Koiiro Iris (brz_bootleg_remix),9.67342,0,
2026998,4223605,graveyard,<3 320,9.67211,0,
2430013,5291650,graveyard,killme (short ver.),9.66709,0,
2420995,5268275,graveyard,^^ 0.9x,9.66139,0,
1239533,2577116,graveyard,Qronostasis (ll-oscar / ll-taiko Sp.),9.65932,0,
1755021,3591556,graveyard,Ha,9.65836,0,
1139669,2639680,graveyard,WE LUV LAMA (Nofool / Oni),9.65534,0,
2311630,4945657,graveyard,stream 345bpm,9.6493,0,
1239533,2577117,graveyard,Senzai-ichuguu Kitarite Kouki (hoku / GOLDEN OPPORTUNITY ^-^),9.64616,0,
1094963,2288439,graveyard,Angel,9.63651,0,
2073634,4340429,graveyard,MIMI - Kuu ni naru,9.63256,0,
2346870,5047023,graveyard,Ura 1.05x,9.62991,0,
2388879,5220258,graveyard,Bye,9.62972,0,
2255305,4797681,graveyard,Stream 320bpm,9.62962,0,
1949268,4035434,graveyard,"(Kawaiibass) you love this track (hello, otaku) - Illegally Existence 1.05x",9.62549,0,
2302390,5108298,graveyard,Oni 1.14x (240bpm),9.62363,0,
2272646,4841210,graveyard,Infinity 1.11x (300bpm),9.62285,0,
1891472,3897143,graveyard,Taiko Transformation [FREQ +4] (1.26x),9.61939,0,
1004902,2103179,graveyard,Angel 4,9.61715,0,
1981212,4113970,graveyard,c/o/r/r/u/p/t/i/o/n,9.61706,0,
2272646,4854312,graveyard,6min 1.11x (300bpm),9.61681,0,
1565914,3220719,graveyard,myon [FREQ +6] (1.41x),9.6157,0,
2073634,4340428,graveyard,MAISONdes - Ai tarinai,9.61299,0,
2238724,4757979,graveyard,Psycho 1.4x,9.61155,0,
2272646,4854314,graveyard,3.5min 1.11x (300bpm),9.61063,0,
2373096,5124050,graveyard,1/6 Party 1.15x,9.607,0,
2547364,5645825,pending,nerf,9.59202,0,
2052523,4286990,graveyard,ikas ika,9.58612,0,
2203961,4665144,graveyard,^^ 1.3x,9.58213,0,
1685823,3492673,graveyard,myon [1.3x Rate],9.56812,0,
2289193,4885203,graveyard,Stream Style,9.56757,0,
2374818,5128902,graveyard,Travel 0.92x (220bpm),9.56314,0,
2318151,4974694,graveyard,Refrain 1.6,9.56189,0,
2299961,4914672,graveyard,Maji Yabakune 0.95x (323bpm),9.55881,0,
2520506,5562966,graveyard,nerf 1.1x,9.55657,0,
2328247,4991864,graveyard,7_7 - Katyukusa,9.55283,0,
2083172,4362926,graveyard,Too Much Loli (KawaiiBass),9.55079,0,
1881507,3873615,graveyard,Challenge 1.3x,9.54305,0,
2266618,4917450,graveyard,stream 300bpm,9.541,0,
2062781,4314093,graveyard,?,9.54063,0,
1785473,3657086,graveyard,Twin [FREQ +4] (1.26x),9.54016,0,
2430430,5294311,graveyard,Showtime!!!!!,9.53122,0,
2546570,5643076,pending,Oni 1.4x,9.52254,0,
2504402,5513297,graveyard,^^ 1.05x,9.52028,0,
2082400,4361049,graveyard,Attempts to Counter,9.51848,0,
2361737,5303813,graveyard,Whulf's Yakuman,9.51834,1,
2073634,4340427,graveyard,Kijibato - Humorirony,9.5176,0,
2447984,5348274,graveyard,Hexa's 2000 bars per hour,9.51479,0,
2553667,5669488,pending,phantom 0.9x (230bpm),9.50751,0,
2478431,5436193,graveyard,end 0.9x (180bpm),9.50692,0,
2289907,4887109,graveyard,kawaii 320bpm,9.50041,0,
2199183,4695577,graveyard,Unstoppable+,9.49587,0,
2265160,4822408,graveyard,fairy tale 1.3x (331bpm),9.49236,0,
2010686,4183844,graveyard,MC Ganja,9.49224,0,
2397341,5199575,graveyard,nerf,9.49164,0,
2343081,5036558,graveyard,Stream,9.49075,0,
2137348,4498031,graveyard,Re:End - The Over,9.48596,0,
1830110,3756133,graveyard,SOMBER,9.4837,1,
2137348,4498030,graveyard,Matenrou Opera - Hakanaku Kieru Ai no Sanka,9.48141,0,
1952434,4043090,graveyard,Victory 1.2x,9.47582,0,
2464181,5393100,graveyard,1.2x,9.47124,0,
2395526,5188801,graveyard,400bpm,9.47073,0,
1704544,3484050,graveyard,Flashback(170bpm),9.46966,0,
1992096,4139377,graveyard,Challenge 1.15x (317bpm),9.46877,0,
2302404,4921081,graveyard,speedtest 0.9x (324bpm),9.4651,0,
2275194,4898122,graveyard,heit's Lunatic Oni,9.46121,0,
2110053,4429064,graveyard,x0.8,9.45809,0,
2389421,5503394,graveyard,streamZ 0.84x (160bpm),9.45387,0,
2188934,5282859,graveyard,^^ 1.2x,9.44994,0,
1546065,3160092,graveyard,TAIKO DOMANITORS 1.3x,9.44805,0,
2547367,5645838,pending,eXceed 1.2x (370bpm),9.44799,0,
2423962,5275316,graveyard,yabai,9.43661,0,
844378,4209977,graveyard,Last Calamity 0.9x (180bpm),9.43413,0,
2408621,5228329,graveyard,overdrive,9.43101,0,
2073634,4340432,graveyard,Nor - Usagi Flap,9.4301,0,
2354910,5070262,graveyard,Magical*Power!,9.42974,0,
2535365,5607600,graveyard,Aberration 0.9x (180bpm),9.42965,0,
2229259,4730128,graveyard,x0.95,9.42216,0,
2098947,4402836,graveyard,x1.15,9.42151,0,
2264819,4821634,graveyard,YaniFR's dz,9.41665,0,
2249949,4784772,graveyard,Jagger 1.4x,9.41391,0,
1311720,2718651,graveyard,Pyramid [1.7x Rate],9.40762,0,
2410171,5233054,graveyard,a 0.95x (182bpm),9.40523,0,
2556470,5678715,pending,TATAKATTERO,9.40356,0,
2297541,4907737,graveyard,Raijin no Dengeki 1.2x (300bpm),9.39987,0,
857113,1790833,graveyard,Miracle,9.39551,0,
2315908,4959472,graveyard,Burnout 290,9.39531,0,
2297876,4908641,graveyard,Surreal Complexity 0.85x,9.39226,0,
1789616,3666955,graveyard,^^,9.38937,0,
1994264,4144309,graveyard,^^ 0.95x,9.38699,0,
1979414,4109526,graveyard,Destructive Oni,9.38643,0,
2533689,5602182,graveyard,Mitsukiyo - Bunny Bunny Carrot Carrot,9.38538,0,
1885204,3881601,graveyard,Stream,9.38056,0,
2311630,4945656,graveyard,stream 333bpm,9.37918,0,
2178480,4600861,graveyard,Cursed Fate,9.37614,0,
2206714,4672562,graveyard,Hell,9.3698,0,
1862144,3828779,graveyard,More One Time 0.9x,9.34897,0,
1835283,3767926,graveyard,Double BPM,9.33779,0,
2300613,4917037,graveyard,nerf,9.33638,0,
2064746,4318864,graveyard,ITS SO LOOOOOOOOOOOOOOOOOUD 1.4x,9.32381,0,
2203623,4664406,graveyard,Promise The Moon,9.31932,0,
2551011,5658857,pending,OVERDRIVE,9.31683,1,
2083172,4362928,graveyard,Unwelcome School (KawaiiBass),9.31658,0,
2376703,5134239,graveyard,Hell Oni 0.95x (418bpm),9.3143,0,
2343081,5036466,graveyard,SimpleStream,9.3138,0,
2459048,5379107,graveyard,0.9x,9.31138,0,
1869521,3846474,graveyard,Stream BPM330,9.30884,0,
2264569,4821133,graveyard,MC Ganja,9.30872,0,
2497289,5490824,graveyard,yummy carrot,9.30706,0,
2302390,5108300,graveyard,Oni 1.1x (230bpm),9.29798,0,
2411298,5236059,graveyard,fantasy,9.29482,0,
2373096,5124051,graveyard,1/6 Party 1.1x,9.29369,0,
2346870,5047024,graveyard,Ura,9.29294,0,
1816764,4938109,graveyard,1.4x,9.29227,0,
1546065,3504442,graveyard,TAIKO DOMANITORS 1.3x (NSV),9.29069,0,
2073143,4339048,graveyard,Extraordinary,9.2792,0,
2416171,5251800,graveyard,Stream 300,9.27291,0,
2265749,4824074,graveyard,w,9.27018,0,
2420431,5264906,graveyard,Heaven,9.26578,1,
2461841,5386074,graveyard,nass,9.26574,0,
1239533,2577114,graveyard,Koiiro Iris (brz_bootleg_remix) (shinchikuhome / Inner Oni),9.2643,0,
2518182,5556377,graveyard,Furakutaru 1.4x,9.26157,0,
2137348,4498025,graveyard,Imperial Circus Dead Decadence - Tensei,9.25643,0,
2533689,5602180,graveyard,lapix - Carry Me Away,9.24975,0,
2343081,5036554,graveyard,Stream 0.97x (300bpm),9.24867,0,
1239533,2577113,graveyard,HUG AND KILL (vzk / Hell),9.23321,0,
1795609,3680708,graveyard,stream (d),9.23161,0,
2472167,5416572,graveyard,1.4x,9.23129,0,
2232425,4739608,graveyard,ikadump,9.2295,0,
2514119,5544227,pending,Sunlight Love,9.20811,1,
1685823,3492670,graveyard,myon [1.25x Rate],9.20127,0,
2185615,4620209,graveyard,shironi-300 BPM,9.20044,0,
2247160,4778081,graveyard,Ultimate 1.4x,9.19669,0,
2026998,4223606,graveyard,<3,9.19537,0,
1869521,3846473,graveyard,Stream BPM325,9.1923,0,
1558611,3183679,graveyard,Reverberation,9.18382,0,
2178947,4602070,graveyard,Hell,9.18228,0,
2009904,4181957,graveyard,Gate Openerz (Lefty3),9.17749,0,
2502455,5506614,graveyard,bokura no 16bit warz [300-hard] (yakisode),9.17614,0,
1963984,4071500,graveyard,nass(nerf),9.17507,0,
2420995,5268272,graveyard,^^ 0.85x,9.17447,0,
2288716,4883936,graveyard,300BPM ALERT,9.17312,0,
2504402,5513298,graveyard,^^,9.17108,0,
1654096,3376454,graveyard,Full (300bpm),9.1656,0,
1891472,3897142,graveyard,Taiko Transformation [FREQ +3] (1.19x),9.16164,0,
1884123,3887516,graveyard,Necrophilia,9.15884,0,
1952434,4043087,graveyard,Victory 1.15x,9.15846,0,
2487972,5463510,graveyard,Nightcore-Double-Angel,9.15751,0,
1963984,4071501,graveyard,nass,9.15609,0,
2533689,5602174,graveyard,irohaRingo feat. flower - Why I hate you,9.14816,0,
2289193,4885197,graveyard,Stream Style [0.95x Rate],9.14776,0,
1884149,3879337,graveyard,Master,9.14768,1,
2264277,4820288,graveyard,Universal,9.14657,0,
2555740,5676766,wip,Insane,9.1464,0,
2308251,4937394,graveyard,Oni,9.14525,0,
2188934,5282857,graveyard,^^ 1.15x,9.14382,0,
2547367,5645836,pending,eXceed 1.15x (354bpm),9.14001,0,
2502455,5506607,graveyard,Heaven's Fall [300-normal] (yakisode),9.13996,0,
2420431,5264907,graveyard,Overbreak,9.13724,0,
2299961,4914693,graveyard,Maji Yabakune 0.9x (306bpm),9.13691,0,
2264270,4820273,graveyard,Double BPM,9.13626,0,
2315908,4959471,graveyard,Burnout 280,9.13547,0,
1343055,2781903,graveyard,WORLD'S END,9.1345,0,
2340140,5027068,graveyard,COSMIC//GENESIS,9.13323,1,
2286678,4878553,graveyard,Stream 1.58x (300bpm),9.13115,0,
2446201,5339585,graveyard,End,9.12509,0,
2533689,5602165,graveyard,cosMo@BousouP - Deux Saint-Co Odyssey!!,9.12377,0,
722915,1526026,graveyard,Oni,9.12352,0,
2054484,4292305,graveyard,Hell,9.12263,0,
2403689,5449393,graveyard,Gengaozo (306 BPM),9.12263,0,
2214177,4691302,graveyard,stamina 1.1x,9.12235,0,
2083172,4362929,graveyard,Virtuous Suicide (KawaiiBass),9.11826,0,
1992096,4139378,graveyard,Challenge 1.1x (304bpm),9.11767,0,
2255305,4797680,graveyard,Stream 300bpm,9.11235,0,
1785473,3657085,graveyard,Twin [FREQ +3] (1.19x),9.11142,0,
1693377,3460232,graveyard,^^,9.1089,0,
1972235,4092393,graveyard,u-w-u (200bpm),9.10843,0,
2238724,4757978,graveyard,Psycho 1.3x,9.10754,0,
1992047,4139135,graveyard,stream!,9.10517,0,
1153663,2422987,graveyard,EXTRA+++,9.10352,0,
2464181,5393099,graveyard,1.1x,9.09944,0,
2469354,5408220,graveyard,levitate 1.4x,9.09467,0,
2311630,4945655,graveyard,stream 320bpm,9.09222,0,
2037621,4249816,graveyard,D33P,9.08898,0,
2098947,4402835,graveyard,x1.1,9.08898,0,
2465079,5396042,graveyard,>_<,9.08359,0,
2280503,4861428,graveyard,kkdd,9.08268,0,
1869521,3846472,graveyard,Stream BPM320,9.0811,0,
2318151,4974693,graveyard,Refrain 1.5,9.07559,0,
2371160,5117460,graveyard,O220TECHNO,9.07187,0,
2342573,5034988,graveyard,xD,9.06996,1,
2327799,5552979,graveyard,Lunatic Neverending Stream 1.4x (280bpm),9.06214,0,
1835283,3767925,graveyard,Double BPM short version,9.06196,0,
1239533,2577118,graveyard,Super-Fast-Internet-San (Remixed by Camellia Tofu Shop) (Salieri / SaLi Oni),9.06124,0,
2343081,5036547,graveyard,SimpleStream 0.97x (300bpm),9.059,0,
844378,4187751,graveyard,Last Calamity 0.85x (170bpm),9.05685,0,
2429749,5291090,graveyard,Synthesis.HD_data_reconstruction(),9.05143,0,
2173136,4587632,graveyard,GOD 0.9x (180bpm),9.0508,0,
1853717,3809092,graveyard,Taiko,9.04562,0,
2009904,4193358,graveyard,Kaze no Naka no Subaru ~Hyougenshatachi~ (LostF4te),9.04255,0,
2432612,5300283,graveyard,Stream 1.4x,9.04096,0,
2429749,5291091,graveyard,Synthesis.HD_data_reconstruction(SV=0),9.04001,0,
1961281,4064701,graveyard,Baka 1.4x,9.03883,0,
2009904,4196787,graveyard,Innocent Riddle (Majimanjiwwwww),9.03607,0,
2465623,5397480,graveyard,Pandemonium,9.03405,1,
2009904,4181961,graveyard,Shihen (Lefty3),9.03232,0,
2529895,5591345,pending,DAITATSUJIN,9.0307,0,
2009717,4231446,graveyard,"""Mad Scientist"" 3.00",9.02863,0,
2005505,4171042,graveyard,ikas ika,9.02633,1,
2432553,5300150,graveyard,san bai icecream!!!!!!!,9.02477,0,
2064746,4319041,graveyard,[NSV] ITS SO LOOOOOOOOOOOOOOOOOUD 1.4x,9.02437,0,
1565914,3220718,graveyard,myon [FREQ +5] (1.33x),9.02435,0,
2410171,5233878,graveyard,a 0.9x (173bpm),9.02282,0,
2044241,5053103,pending,Ultimus,9.02007,0,
2203961,4665143,graveyard,^^ 1.2x,9.0143,0,
1937859,4005973,graveyard,STREAM INDUCTANCE [FREQ +6] (1.41x),9.01367,0,
1884123,3889519,graveyard,SAtAN,9.01303,0,
2487322,5461704,graveyard,Surf 1.25x,9.01193,0,
2020577,4207914,graveyard,Scramble,9.0119,0,
2137348,4498024,graveyard,Imperial Circus Dead Decadence - BRING+EYES=DEATH+INVITE,9.01042,0,
2502455,5506606,graveyard,FAKE PROMISE [290-hard] (yakisode),9.00871,0,
1810221,3712981,graveyard,HELL ONI,9.00845,0,
2297876,4909481,graveyard,Surreal Complexity 0.8x,9.00682,0,
2266618,4917449,graveyard,stream 280bpm,9.00493,0,
2289907,4887108,graveyard,kawaii 300bpm,9.00378,0,
2346870,5047021,graveyard,Ura 0.95x,9.00356,0,
2297077,4906563,graveyard,Ichiban Daisuki!!!,9.00235,0,
1749173,3578262,graveyard,MC Ganja,9.00221,1,
1949268,4035433,graveyard,(nananass) Dogs - Dogs 1.15x,9.00076,0,
2362517,5092983,graveyard,WANTED LIST 1.3x,8.99908,0,
2275194,4848132,graveyard,Hell Oni,8.9938,0,
2068177,4327105,graveyard,Double BPM,8.98884,0,
2304794,4927081,graveyard,Hell,8.98722,0,
2395526,5188800,graveyard,380bpm,8.98588,0,
1257973,2615039,graveyard,Hell,8.98358,0,
